target_id,condition,repetition,selected_record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:53078,N,1,p8-t0336-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53800,H,1,p8-t0063-arm_2-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52835,D,1,p8-t0410-arm_1-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52902,R,1,p8-t0101-arm_4-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52275,R,1,p8-t0529-arm_4-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53085,R,1,p8-t0097-arm_4-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53384,H,1,p8-t0603-arm_2-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53786,R,1,p8-t0006-arm_4-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53683,N,1,p8-t0029-arm_3-r01,environment_done,2,0,operation_to_ingredient_error,wrong_operation_for_ingredient,2,cook red potato in stove,red potato,fry,grill
cookingworld:test:52052,D,1,p8-t0343-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53322,N,1,p8-t0269-arm_3-r01,environment_done,20,0,operation_to_ingredient_error,wrong_operation_for_ingredient,20,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53327,N,1,p8-t0257-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53602,N,1,p8-t0621-arm_3-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53440,D,1,p8-t0143-arm_1-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53248,N,1,p8-t0445-arm_3-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53194,N,1,p8-t0381-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red apple in stove,red apple,fry,grill
cookingworld:test:52181,N,1,p8-t0361-arm_3-r01,environment_done,17,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,17,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52380,H,1,p8-t0360-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:52578,H,1,p8-t0492-arm_2-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53079,N,1,p8-t0489-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:52195,D,1,p8-t0095-arm_1-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53631,N,1,p8-t0065-arm_3-r01,environment_done,4,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,4,eat red apple,red apple,,
cookingworld:test:53943,H,1,p8-t0008-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook block of cheese in barbeque,block of cheese,grill,roast
cookingworld:test:52524,R,1,p8-t0442-arm_4-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52639,N,1,p8-t0089-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53351,N,1,p8-t0565-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,chop
cookingworld:test:52041,N,1,p8-t0073-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53447,N,1,p8-t0049-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook white onion in stove,white onion,fry,grill
cookingworld:test:53427,N,1,p8-t0209-arm_3-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52707,D,1,p8-t0547-arm_1-r01,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53789,N,1,p8-t0469-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in stove,carrot,fry,grill
cookingworld:test:52815,D,1,p8-t0091-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52905,N,1,p8-t0133-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53018,H,1,p8-t0308-arm_2-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52000,N,1,p8-t0093-arm_3-r01,environment_done,2,0,operation_to_ingredient_error,wrong_operation_for_ingredient,2,cook red potato in stove,red potato,fry,grill
cookingworld:test:52893,N,1,p8-t0221-arm_3-r01,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red apple in stove,red apple,fry,grill
cookingworld:test:53937,N,1,p8-t0153-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52054,N,1,p8-t0201-arm_3-r01,environment_done,14,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,14,eat block of cheese,block of cheese,,
cookingworld:test:52306,H,1,p8-t0096-arm_2-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52584,N,1,p8-t0593-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53562,N,1,p8-t0157-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red onion in stove,red onion,fry,grill
cookingworld:test:53770,H,1,p8-t0352-arm_2-r01,environment_done,20,0,operation_to_ingredient_error,wrong_operation_for_ingredient,20,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52389,R,1,p8-t0254-arm_4-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52064,R,1,p8-t0502-arm_4-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53644,R,1,p8-t0010-arm_4-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53132,R,1,p8-t0506-arm_4-r01,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53210,H,1,p8-t0268-arm_2-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53698,H,1,p8-t0312-arm_2-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52613,H,1,p8-t0004-arm_2-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52312,R,1,p8-t0298-arm_4-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53708,N,1,p8-t0185-arm_3-r01,environment_done,13,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,13,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52276,H,1,p8-t0168-arm_2-r01,environment_done,14,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,14,dice banana,banana,dice,
cookingworld:test:52330,N,1,p8-t0497-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53186,N,1,p8-t0437-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53454,D,1,p8-t0383-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52989,N,1,p8-t0113-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52773,N,1,p8-t0377-arm_3-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52724,H,1,p8-t0052-arm_2-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53063,N,1,p8-t0585-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,9,cook yellow bell pepper in barbeque,yellow bell pepper,grill,
cookingworld:test:52808,D,1,p8-t0043-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53595,N,1,p8-t0669-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:52314,N,1,p8-t0413-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52246,D,1,p8-t0579-arm_1-r01,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53519,N,1,p8-t0349-arm_3-r01,environment_done,8,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,8,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52894,D,1,p8-t0199-arm_1-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook banana in barbeque,banana,grill,fry
cookingworld:test:53895,R,1,p8-t0266-arm_4-r01,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52962,H,1,p8-t0184-arm_2-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52003,D,1,p8-t0239-arm_1-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52572,N,1,p8-t0653-arm_3-r01,max_steps,50,0,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:53099,N,1,p8-t0505-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook banana in barbeque,banana,grill,fry
cookingworld:test:52431,R,1,p8-t0302-arm_4-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53671,H,1,p8-t0408-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52258,D,1,p8-t0455-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52488,N,1,p8-t0333-arm_3-r01,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52493,D,1,p8-t0235-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53579,H,1,p8-t0140-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52806,R,1,p8-t0030-arm_4-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53577,N,1,p8-t0461-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red hot pepper in oven,red hot pepper,roast,grill
cookingworld:test:53308,N,1,p8-t0353-arm_3-r01,environment_done,10,1,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in stove,red onion,fry,grill
cookingworld:test:53796,N,1,p8-t0193-arm_3-r01,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat block of cheese,block of cheese,,
cookingworld:test:53345,N,1,p8-t0085-arm_3-r01,environment_done,21,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,21,eat red onion,red onion,,
cookingworld:test:53448,N,1,p8-t0181-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52155,N,1,p8-t0517-arm_3-r01,environment_done,5,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,5,eat red hot pepper,red hot pepper,,
cookingworld:test:53179,H,1,p8-t0636-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53752,N,1,p8-t0317-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52748,D,1,p8-t0483-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:53664,R,1,p8-t0054-arm_4-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53667,N,1,p8-t0661-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53661,R,1,p8-t0002-arm_4-r01,environment_done,13,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,13,eat block of cheese,block of cheese,,
cookingworld:test:52217,R,1,p8-t0470-arm_4-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52476,N,1,p8-t0057-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
