target_id,condition,repetition,record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:53123,N2,1,sup-t0260-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52052,R2,2,sup-t0343-arm_2-r02,environment_done,23,0,operation_to_ingredient_error,wrong_operation_for_ingredient,23,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53501,N2,1,sup-t0651-arm_3-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52335,R2,1,sup-t0446-arm_2-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52275,P,2,sup-t0529-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:54100,N2,2,sup-t0776-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53661,N2,2,sup-t0002-arm_3-r02,environment_done,10,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,10,eat block of cheese,block of cheese,,
cookingworld:test:53099,N2,2,sup-t0505-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook banana in barbeque,banana,grill,fry
cookingworld:test:52989,N2,2,sup-t0113-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52928,N2,2,sup-t0375-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53555,P,2,sup-t0026-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:54029,N2,2,sup-t0705-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook carrot in stove,carrot,fry,grill
cookingworld:test:52799,N2,1,sup-t0395-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red potato in oven,red potato,roast,grill
cookingworld:test:52368,R2,2,sup-t0365-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red apple in barbeque,red apple,grill,fry
cookingworld:test:52068,P,2,sup-t0331-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52385,P,1,sup-t0372-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52802,P,1,sup-t0242-arm_1-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:54092,P,2,sup-t0768-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow bell pepper in oven,yellow bell pepper,roast,chop
cookingworld:test:52476,N2,1,sup-t0057-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52745,N2,1,sup-t0368-arm_3-r01,environment_done,8,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,8,eat block of cheese,block of cheese,,
cookingworld:test:53592,N2,1,sup-t0211-arm_3-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52965,P,1,sup-t0039-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in oven,carrot,roast,grill
cookingworld:test:52615,P,1,sup-t0373-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52217,R2,2,sup-t0470-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:54014,N2,1,sup-t0690-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52605,R2,1,sup-t0493-arm_2-r01,environment_done,9,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,9,dice yellow bell pepper,yellow bell pepper,dice,
cookingworld:test:53079,N2,2,sup-t0489-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:54082,N2,2,sup-t0758-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52261,N2,1,sup-t0400-arm_3-r01,environment_done,7,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,7,eat red onion,red onion,,
cookingworld:test:53644,R2,1,sup-t0010-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53643,N2,1,sup-t0398-arm_3-r01,environment_done,10,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,10,eat block of cheese,block of cheese,,
cookingworld:test:53760,N2,2,sup-t0462-arm_3-r02,environment_done,3,0,operation_to_ingredient_error,wrong_operation_for_ingredient,3,cook red hot pepper in stove,red hot pepper,fry,grill
cookingworld:test:53555,R2,2,sup-t0026-arm_2-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52723,N2,2,sup-t0552-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52815,P,2,sup-t0091-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53308,N2,1,sup-t0353-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red onion in stove,red onion,fry,grill
cookingworld:test:52770,N2,1,sup-t0674-arm_3-r01,max_steps,50,0,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:52563,P,1,sup-t0222-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53299,N2,2,sup-t0451-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52223,N2,2,sup-t0256-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook banana in barbeque,banana,grill,fry
cookingworld:test:52107,N2,2,sup-t0149-arm_3-r02,environment_done,16,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,16,eat carrot,carrot,,
cookingworld:test:52430,R2,2,sup-t0197-arm_2-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53102,P,1,sup-t0058-arm_1-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53845,P,2,sup-t0456-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53598,N2,1,sup-t0511-arm_3-r01,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:52068,N2,2,sup-t0331-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53752,N2,2,sup-t0317-arm_3-r02,environment_done,10,1,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow bell pepper in stove,yellow bell pepper,fry,dice
cookingworld:test:53487,N2,1,sup-t0036-arm_3-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52493,R2,2,sup-t0235-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53190,R2,1,sup-t0601-arm_2-r01,environment_done,7,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,7,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:53731,N2,1,sup-t0607-arm_3-r01,environment_done,16,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,16,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:53555,N2,2,sup-t0026-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53734,R2,1,sup-t0171-arm_2-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52848,N2,1,sup-t0213-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,fry
cookingworld:test:53345,N2,1,sup-t0085-arm_3-r01,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52534,P,1,sup-t0510-arm_1-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52682,N2,2,sup-t0191-arm_3-r02,max_steps,50,0,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:53642,N2,2,sup-t0586-arm_3-r02,environment_done,17,1,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,17,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53442,N2,2,sup-t0264-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook white onion in stove,white onion,fry,grill
cookingworld:test:52681,P,1,sup-t0179-arm_1-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:54032,P,2,sup-t0708-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red potato in oven,red potato,roast,grill
cookingworld:test:53121,N2,2,sup-t0016-arm_3-r02,environment_done,7,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,7,eat red onion,red onion,,
cookingworld:test:53508,N2,2,sup-t0488-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,11,chop yellow bell pepper,yellow bell pepper,chop,
cookingworld:test:54001,P,1,sup-t0677-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:52081,N2,1,sup-t0664-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,fry
cookingworld:test:53973,N2,2,sup-t0284-arm_3-r02,environment_done,10,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,10,eat red onion,red onion,,
cookingworld:test:53102,N2,2,sup-t0058-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:54088,N2,1,sup-t0764-arm_3-r01,environment_done,10,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,10,eat block of cheese,block of cheese,,
cookingworld:test:54082,N2,1,sup-t0758-arm_3-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52571,P,1,sup-t0542-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53456,N2,2,sup-t0384-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red apple in stove,red apple,fry,grill
cookingworld:test:52403,N2,1,sup-t0393-arm_3-r01,environment_done,13,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,13,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:53565,N2,1,sup-t0194-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:52052,N2,1,sup-t0343-arm_3-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52890,R2,2,sup-t0350-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52846,N2,2,sup-t0044-arm_3-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53446,N2,2,sup-t0059-arm_3-r02,max_steps,50,1,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:53123,P,1,sup-t0260-arm_1-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52681,P,2,sup-t0179-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:53216,R2,1,sup-t0549-arm_2-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53836,N2,1,sup-t0577-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,11,cook red hot pepper in barbeque,red hot pepper,grill,
cookingworld:test:53324,N2,2,sup-t0596-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:53539,N2,1,sup-t0600-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook carrot in stove,carrot,fry,grill
cookingworld:test:52730,N2,2,sup-t0034-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52688,N2,2,sup-t0078-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,chop
cookingworld:test:53872,R2,1,sup-t0561-arm_2-r01,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53298,N2,2,sup-t0159-arm_3-r02,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52601,N2,2,sup-t0079-arm_3-r02,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red potato in oven,red potato,roast,grill
cookingworld:test:54080,N2,1,sup-t0756-arm_3-r01,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat block of cheese,block of cheese,,
cookingworld:test:54111,N2,1,sup-t0787-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red apple in oven,red apple,roast,grill
